date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:12	34688/34688	---M--	200	added ('OK')	image/jpeg	etag:%225bdda107-8780%22	http://preview.uideck.com/items/material/assets/images/blog/featured3.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/blog/featured3.jpg	(from http://preview.uideck.com/items/material/)
11:39:13	29523/29523	---M--	200	added ('OK')	image/jpeg	etag:%225bdda0f1-7353%22	http://preview.uideck.com/items/material/assets/images/art/a2.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/art/a2.jpg	(from http://preview.uideck.com/items/material/)
11:39:16	19038/19038	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7df5-4a5e%22	http://preview.uideck.com/items/material/assets/js/popper.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/popper.min.js	(from http://preview.uideck.com/items/material/)
11:39:17	64458/64458	---M--	200	added ('OK')	image/jpeg	etag:%225bdda0ef-fbca%22	http://preview.uideck.com/items/material/assets/images/art/a1.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/art/a1.jpg	(from http://preview.uideck.com/items/material/)
11:39:17	84345/84345	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7df4-14979%22	http://preview.uideck.com/items/material/assets/js/jquery-min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery-min.js	(from http://preview.uideck.com/items/material/)
11:39:18	2351/2351	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7dea-aa4%22	http://preview.uideck.com/items/material/assets/js/color-switcher.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/color-switcher.js	(from http://preview.uideck.com/items/material/)
11:39:18	48887/48887	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7def-bef7%22	http://preview.uideck.com/items/material/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/bootstrap.min.js	(from http://preview.uideck.com/items/material/)
11:39:18	2899/2899	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7de4-157c%22	http://preview.uideck.com/items/material/assets/js/jquery.inview.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery.inview.js	(from http://preview.uideck.com/items/material/)
11:39:19	28935/28935	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7de9-7107%22	http://preview.uideck.com/items/material/assets/js/jquery.mixitup.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery.mixitup.min.js	(from http://preview.uideck.com/items/material/)
11:39:19	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7df7-42b%22	http://preview.uideck.com/items/material/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery.counterup.min.js	(from http://preview.uideck.com/items/material/)
11:39:19	1008/1008	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7de6-9c2%22	http://preview.uideck.com/items/material/assets/js/scroll-top.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/scroll-top.js	(from http://preview.uideck.com/items/material/)
11:39:19	86743/86743	---M--	200	added ('OK')	image/jpeg	etag:%225bdda0f0-152d7%22	http://preview.uideck.com/items/material/assets/images/art/a3.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/art/a3.jpg	(from http://preview.uideck.com/items/material/)
11:39:20	13166/13166	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7dd9-336e%22	http://preview.uideck.com/items/material/assets/js/smoothscroll.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/smoothscroll.js	(from http://preview.uideck.com/items/material/)
11:39:20	5699/5699	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7de3-1643%22	http://preview.uideck.com/items/material/assets/js/material.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/material.min.js	(from http://preview.uideck.com/items/material/)
11:39:21	2809/2809	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7df1-af9%22	http://preview.uideck.com/items/material/assets/js/ripples.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/ripples.min.js	(from http://preview.uideck.com/items/material/)
11:39:21	23890/23890	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7ded-5d52%22	http://preview.uideck.com/items/material/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/owl.carousel.min.js	(from http://preview.uideck.com/items/material/)
11:39:22	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7de2-17a7%22	http://preview.uideck.com/items/material/assets/js/form-validator.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/form-validator.min.js	(from http://preview.uideck.com/items/material/)
11:39:22	1607/1607	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7ddd-647%22	http://preview.uideck.com/items/material/assets/js/contact-form-script.min.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/contact-form-script.min.js	(from http://preview.uideck.com/items/material/)
11:39:23	5693/5693	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7dde-163d%22	http://preview.uideck.com/items/material/assets/js/wow.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/wow.js	(from http://preview.uideck.com/items/material/)
11:39:24	6177/6177	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdc7df2-2e23%22	http://preview.uideck.com/items/material/assets/js/jquery.vide.js	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/js/jquery.vide.js	(from http://preview.uideck.com/items/material/)
